state,country,gender,ethnicity,studentIDs,originSource,studentType,major,financialAidOfferedAmount,athlete,sport,raleyCollegeTagExists,recruitingTerritory,counselor,counselorIncomingTextCount,counselorOutgoingTextCount,phoneSuccessfulCount,phoneUnsuccessfulCount,phoneVoicemailCount,admittedStudentsDay,bisonDay,bisonDayAtTheWeekend,campusVisit,dallasBisonExclusive,footballVisit,golfVisit,oklahomaCityBisonExclusive,scholarsBisonDay,scholarsMixerAndBanquet,scholarshipInterview,scholarshipInterviewRegistration,softballVisit,trackVisit,tulsaBisonExclusive,volleyballVisit,eventsAttendedCount
Enugu,KWT,Not Declared,Eth-9,01556081,Encoura,Readmit,Chemistry,3547,Y,Football,N,T07,C9,10,18,15,9,16,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,1
ND,BRB,M,Not Declared,01431127,Inquiry Card,Transfer,"Exercise Science, Human Performance Emphasis",4444,N,Dance,Y,P02,C12,7,2,12,1,19,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,18
Khyber Pakhtunkhwa,SWZ,M,Eth-8,01547014,Oklahoma Promise,Readmit,"Piano Performance, Pedagogy Emphasis",3036,N,Track & Field (Men's),N,T07,C8,1,2,9,9,12,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,4
DE,GHA,M,Eth-1,01508235,CollegExpress,Readmit,"Global Marketplace Engagement, Spanish Emphasis",3692,Y,Volleyball,N,T01,C14,0,13,9,8,15,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,19
MD,NZL,Not Declared,Eth-6,01589686,GenWhy,Test Optional,"Computer Science, Interdisciplinary Emphasis",3776,Y,Dance,N,T05,C8,16,14,17,13,11,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,3
Istanbul,ZAF,M,Not Declared,01479116,CLT Prospect,First-Time Freshman,Corporate Innovation,3413,Y,Golf,N,T01,C6,0,10,0,2,17,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,Y,Y,15
Cross River,SLE,Not Declared,Eth-5,01348986,Inquiry Card,First-Time Freshman,Creative Media,3552,N,Marching Band,N,T02,C5,16,16,15,2,6,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,13
Parana,ITA,M,Eth-1,01514084,Referral - OBU Faculty Member,Transfer,"Special Education, Early Childhood Track",2039,Y,Not Declared,N,T02,C2,7,3,13,11,1,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,6
Edo,PSE,Not Declared,Eth-4,01314566,RNL Sophomore Search,Transfer,Creative Writing,4799,Y,Not Declared,N,T06,C3,16,6,18,9,1,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,9
Famagusta,BRB,Not Declared,Eth-8,01373956,StriveScan - Connections,First-Time Freshman,Alternative Teaching Certificate,3885,N,Not Declared,N,P02,C6,6,14,20,4,18,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,13
NJ,IRN,M,Eth-1,01371239,Referral - OBU Faculty Member,First-Time Freshman,Undecided,2142,N,Golf,N,Homeschool,C7,8,16,14,12,5,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,Y,N,Y,5
Prague,MWI,Not Declared,Eth-8,01426033,CLT Application,Test Optional,"Biblical and Theological Studies, Practical Theology Emphasis",4054,Y,Track & Field (Men's),Y,T04,C14,9,6,14,9,16,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,14
Madrid Autonomous Community,SEN,Not Declared,Eth-4,01566638,Jump Forward Athletic Website,Test Optional,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),3418,Y,Basketball (Women's),N,P02,C11,0,10,17,14,10,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,1
ASHANTI,DEU,Not Declared,Eth-2,01465825,Inquiry Form,Test Optional,"Global Marketplace Engagement, Global Education Emphasis",4264,Y,Golf,N,T05,C11,18,15,19,12,7,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,19
Oshana,BWA,M,Eth-7,01517559,SAT Score,Transfer,Sociology,2734,Y,Dance,N,Homeschool,C2,2,6,20,19,15,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,13
PR,UZB,Not Declared,Eth-8,01536259,Clark Higher Ed Quick App,Second Degree,Biochemistry,2260,Y,Basketball (Men's),Y,Graduate,C12,4,12,12,8,2,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,1
DE,NLD,Not Declared,Eth-6,01309440,Niche Prospects,First-Time Freshman,Sport Psychology,4002,Y,Not Declared,Y,T07,C9,11,18,3,4,4,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,1
AB,UZB,M,Eth-4,01585502,Private Colleges & Universities,Test Optional,Software Engineering,3948,Y,Basketball (Men's),Y,T00,C6,14,3,11,20,5,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,3
Gauteng,NGA,Not Declared,Eth-1,01317359,Empower Conference,Transfer (24+ Hours),"Science Education, Secondary",2055,Y,Marching Band,N,T07,C8,11,15,15,11,7,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,16
GREATER ACCRA,CHL,M,Eth-5,01536187,Falls Creek,Readmit,"Global Marketplace Engagement, TESOL Emphasis",4776,Y,Not Declared,Y,Graduate,C8,14,15,15,8,15,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,16
Telangana,TJK,Not Declared,Eth-2,01485180,STEM Camp,First-Time Freshman,Creative Media,4776,Y,Golf,N,T04,C4,5,10,8,18,15,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,8
Nairobi County,MAR,Not Declared,Eth-6,01585904,Clark Higher Ed Quick App,First-Time Freshman,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),2837,N,Golf,Y,T04,C4,14,17,13,1,17,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,20
Morazan,TUR,Not Declared,Eth-1,01314348,Clark Higher Ed Leads,Second Degree,"Philosophy, Apologetics Emphasis",3553,N,Football,N,T04,C13,6,13,15,1,1,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,4
Not Declared,ROU,M,Eth-8,01579893,Clark Higher Ed Search,Transfer,Music Composition,4776,N,Volleyball,Y,T02,C5,16,18,10,15,15,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,14
NV,BEN,Not Declared,Not Declared,01382247,Phone Call - Unsuccessful,Transfer (24+ Hours),Applied Mathematics: Actuarial and Financial Math Emphasis,2260,N,Track & Field (Women's),Y,Raley College,C12,0,18,14,19,11,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,1
Western Cape,GHA,M,Eth-1,01501862,Bison Day Registration,Readmit,MBA in Transformational Leadership,4907,N,Softball,N,T06,C8,8,12,17,17,20,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,16
GREATER ACCRA,KEN,Not Declared,Eth-3,01457944,Private Colleges & Universities,Transfer (24+ Hours),"Christian Ministry, Women's Ministry Emphasis",3860,Y,Basketball (Men's),N,T03,C4,1,1,19,2,15,N,Y,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,6
Western Area,CUB,Not Declared,Eth-1,01369965,Christian Connector,Transfer (24+ Hours),Theatre,2734,N,Football,Y,T04,C14,18,10,16,16,14,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,8
NJ,ZWE,M,Eth-9,01335241,Inquiry Form,First-Time Freshman,"Science Education, Secondary",3890,Y,Track & Field (Men's),N,T02,C4,10,5,12,9,5,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,12
Zurich,TGO,Not Declared,Eth-3,01426198,New Mexico Annual Convention,Test Optional,Graphic Design,3106,N,Marching Band,Y,P01,C8,0,10,0,11,5,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,16
MI,SLE,Not Declared,Eth-8,01510839,ACT Tape Load,Transfer,"Sports and Recreation, Sports and Recreation Management Emphasis",3261,Y,Marching Band,N,Graduate,C5,1,13,11,9,3,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,1
Minas Gerais,WSM,Not Declared,Eth-2,01523045,SAT Score,Second Degree,International Business,3794,Y,Football,Y,T02,C5,15,2,7,7,7,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,5
WV,PER,Not Declared,Eth-3,01370028,Next Step Magazine,Transfer,Applied Mathematics: Data Science Emphasis,4456,N,Volleyball,Y,T03,C11,17,19,14,4,18,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,6
Bujumbura,IND,Not Declared,Not Declared,01436421,Empower Conference,Transfer,"Journalism and Mass Communication, Journalism Emphasis",4456,N,Marching Band,N,T06,C10,7,2,16,3,3,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,3
Tashkent,ETH,M,Eth-4,01548355,CLT Application,Transfer,Engineering - Systems Engineering,3776,N,Softball,N,T07,C3,8,5,10,19,15,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,6
WI,MDG,Not Declared,Eth-3,01431248,SAT Score,Transfer,Computer Science,3948,Y,Basketball (Women's),Y,T01,C13,12,2,9,13,11,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,1
Lagos,TJK,Not Declared,Eth-1,01569523,Jump Forward Athletic Website,Readmit,Master of Arts in Christian Studies: Biblical and Theological Studies (In-Person),3442,N,Basketball (Men's),Y,P02,C5,4,5,16,12,19,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,0
WA,USA,Not Declared,Not Declared,01477394,StriveScan - Scans,Readmit,Criminal Justice,3862,Y,Softball,Y,T01,C11,11,5,10,14,19,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,4
Limpopo,ARG,Not Declared,Eth-3,01396698,Southern Baptist Convention,Test Optional,Software Engineering,3783,N,Track & Field (Men's),Y,Raley College,C14,4,3,8,3,20,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,3
Harghita,CAN,M,Eth-2,01502449,STEM Camp,First-Time Freshman,Marketing,2039,N,Basketball (Women's),N,P01,C10,6,17,11,9,4,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,17
Sylhet Division,IND,Not Declared,Eth-1,01486113,GenWhy,Transfer,Biochemistry,2806,N,Golf,Y,T03,C4,11,14,5,12,10,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,13
Minas Gerais,ETH,M,Eth-9,01424615,Encoura,Second Degree,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),4002,Y,Track & Field (Men's),Y,T05,C3,11,3,12,7,12,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,19
AR,MNG,Not Declared,Eth-9,01400201,Encoura Affinity Connection,First-Time Freshman,Forensic Psychology,2720,Y,Football,Y,P02,C4,17,20,12,19,7,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,12
Central,BGD,Not Declared,Eth-7,01346584,Christian Connector,Transfer (24+ Hours),Music Education,3036,N,Marching Band,N,T00,C2,0,18,17,17,15,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,1
Central,ETH,Not Declared,Eth-1,01587091,Niche Prospects,Transfer,Not Declared,4517,N,Track & Field (Men's),Y,T05,C4,12,0,3,15,6,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,14
IN,MNG,Not Declared,Eth-2,01414159,High School Visit,Transfer (24+ Hours),MBA in Transformational Leadership,2992,N,Not Declared,Y,T04,C13,0,9,15,18,18,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,13
SANCTI SPIRITUS,MMR,M,Eth-7,01394160,Encoura Affinity Connection,Transfer,"Biblical and Theological Studies, Practical Theology Emphasis",2669,Y,Football,N,Homeschool,C6,0,9,11,3,1,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,1
Doukkala-Abda,LSO,M,Eth-6,01361380,Christian Connector Web Response,Transfer (24+ Hours),Undecided,3308,Y,Not Declared,Y,Graduate,C13,16,9,14,5,19,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,1
Lambayeque,GHA,Not Declared,Eth-9,01379970,College Raptor,First-Time Freshman,Sociology,4826,Y,Golf,N,T06,C8,12,0,6,9,15,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,12
RIO GRANDE DO NORTE,BRB,M,Eth-3,01531724,Phone Call - Successful,Transfer (24+ Hours),Computer Science,3106,N,Not Declared,N,P01,C7,7,2,18,4,1,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,16
Tangier-Tetouan,WSM,M,Eth-2,01332194,ACT Tape Load,Test Optional,Nursing,3155,Y,Soccer,Y,P01,C12,2,1,16,19,15,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,12
Limpopo,MEX,M,Eth-9,01432708,Bison Day Registration,Transfer,MBA in Transformational Leadership,2816,N,Not Declared,N,T03,C2,15,11,14,9,7,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,16
Ogun,UGA,Not Declared,Eth-5,01444327,StriveScan - Scans,Readmit,Worship Studies,4905,N,Golf,N,Graduate,C13,0,2,17,20,4,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,19
KY,DEU,M,Eth-1,01552089,Clark Higher Ed Prospect,Test Optional,Finance,2794,Y,Golf,N,P01,C9,8,4,3,16,10,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,19
Saint James,NPL,Not Declared,Eth-2,01346680,Niche Prospects,First-Time Freshman,Sport Psychology,3101,Y,Volleyball,N,T03,C14,11,3,15,8,0,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,5
Istanbul,RWA,Not Declared,Not Declared,01437464,Phone Call - Voicemail,Second Degree,"Sports and Recreation, Athletic Coaching Emphasis",2895,Y,STUNT,N,T05,C6,8,17,3,3,3,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,4
Dubai,PSE,M,Eth-7,01586431,CLT Prospect,Readmit,"Sports and Recreation, Athletic Coaching Emphasis",3052,Y,STUNT,N,T03,C2,7,6,13,2,9,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,2
HI,CHL,Not Declared,Eth-3,01323578,Southern Baptist Convention,Test Optional,Cross-Cultural Ministry,4103,Y,Football,Y,T03,C8,8,8,17,13,20,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,11
Elgeyo-Marakwet,BHS,M,Not Declared,01417417,SAT Score,Transfer (24+ Hours),Family Science,3547,N,Golf,Y,T05,C12,2,3,9,5,20,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,6
Muscat,ZAF,M,Eth-9,01436306,Next Step Magazine,First-Time Freshman,Mathematics,2190,N,Football,Y,T06,C12,15,10,3,6,15,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,1
Baringo,USA,Not Declared,Not Declared,01422636,College Fair Contact,Readmit,"Mathematics Education, Secondary",2826,N,STUNT,Y,T01,C12,18,18,15,15,8,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,16
KS,COD,M,Eth-9,01458099,Falls Creek,Readmit,"Computer Science, Cybersecurity Emphasis",4103,Y,Basketball (Men's),N,Homeschool,C3,14,15,11,19,3,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,2
AB,COD,M,Eth-1,01521736,Phone Call - Unsuccessful,First-Time Freshman,Early Childhood Education,4264,N,Dance,Y,Homeschool,C2,7,6,10,14,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,19
Almaty,SSD,Not Declared,Eth-2,01592426,Text Message,Transfer,Christian Studies,3230,Y,Marching Band,N,T00,C3,8,19,17,4,18,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,6
West Coast Division,RWA,M,Eth-3,01469926,Graduate Website Inquiry,Transfer,Music Composition,4255,Y,Marching Band,Y,T03,C8,7,19,4,19,16,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,13
Artigas,ETH,Not Declared,Eth-8,01397365,Graduate Website Inquiry,Transfer,"Global Marketplace Engagement, Global Education Emphasis",4393,Y,Basketball (Men's),N,T03,C13,18,10,3,5,18,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,Y,13
Northern,TGO,Not Declared,Eth-7,01304750,Clark Higher Ed Quick App,Test Optional,"Global Marketplace Engagement, Math Education Emphasis",4528,Y,STUNT,Y,T01,C8,0,0,3,20,17,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,16
CA,MNG,Not Declared,Eth-2,01572048,Campus Visit Attended,First-Time Freshman,"Exercise Science, Human Performance Emphasis",4517,Y,Football,Y,Homeschool,C14,15,2,1,5,0,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,13
Sao Paulo,KEN,M,Not Declared,01368169,Phone Call - Voicemail,Test Optional,Finance,3289,N,Track & Field (Men's),N,T03,C14,10,5,0,0,11,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,16
PA,CHL,M,Eth-5,01457083,Capture Higher Ed,Test Optional,Vocal Performance,4958,Y,Track & Field (Women's),Y,T01,C3,16,17,12,0,15,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,17
Prague,MAR,M,Eth-4,01459543,College Fair Contact,First-Time Freshman,Art,2260,N,STUNT,N,Raley College,C9,18,3,20,20,19,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,5
LAGOS,NZL,Not Declared,Eth-2,01338773,Clark Higher Ed Search,Readmit,Undecided,3355,N,Basketball (Women's),N,T03,C3,3,15,12,19,10,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,6
Upper West,COD,M,Eth-3,01535873,College Raptor,Second Degree,Vocal Performance,3101,Y,STUNT,Y,T03,C12,10,0,11,7,0,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,12
Grand Casablanca,CUB,Not Declared,Eth-3,01474547,Phone Call - Voicemail,Second Degree,Software Engineering,4444,N,Basketball (Men's),N,T04,C4,10,17,18,11,15,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,13
Montserrado,SSD,Not Declared,Not Declared,01463563,CLT Application,First-Time Freshman,"Sports and Recreation, Athletic Coaching Emphasis",3862,N,Softball,Y,T07,C14,14,0,3,1,15,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,4
North Rhine-Westphalia,BWA,M,Eth-7,01469863,Inquiry Form,Test Optional,"Computer Science, Cybersecurity Emphasis",4174,Y,STUNT,Y,T07,C3,8,13,8,9,18,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,13
Ashanti,ARG,Not Declared,Eth-5,01379562,Referral - OBU Faculty Member,First-Time Freshman,"Computer Science, Interdisciplinary Emphasis",2116,N,Basketball (Women's),N,T05,C13,13,2,12,2,7,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,9
Centre,NGA,M,Not Declared,01515493,Campus Visit Registration,Second Degree,"Sports and Recreation, Athletic Coaching Emphasis",3530,N,Basketball (Women's),N,P01,C8,16,4,8,9,15,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,1
Brong-Ahafo,TZA,Not Declared,Eth-8,01571921,Niche Inquiries,First-Time Freshman,Biology,4255,N,STUNT,Y,Graduate,C11,16,3,8,13,18,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y,5
Nairobi County,CAN,M,Eth-8,01365572,Phone Call - Unsuccessful,Second Degree,"Biblical and Theological Studies, Biblical Language Emphasis",4729,Y,Dance,N,Homeschool,C14,9,13,0,17,12,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,2
Oyo State,ITA,M,Eth-3,01485695,Capture Higher Ed,Second Degree,"Psychology, Pre-Counseling",4776,N,STUNT,N,T00,C10,18,17,15,9,9,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,12
Kinshasa,LKA,Not Declared,Eth-9,01331572,ACT Tape Load,Second Degree,"Sports and Recreation, Athletic Coaching Emphasis",3658,N,Marching Band,N,P01,C14,18,12,19,15,5,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,11
MA,BGD,M,Eth-6,01352863,Paper Application,Readmit,Engineering - Systems Engineering,2946,Y,Soccer,Y,T01,C9,12,15,20,15,3,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,16
CAPITAL CITY,GHA,Not Declared,Eth-3,01485989,ACT Tape Load,Second Degree,Engineering - Electrical Engineering,3552,N,Track & Field (Women's),Y,Graduate,C14,6,10,17,9,3,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,2
Central River Division,GHA,M,Eth-5,01405192,Text Message,Transfer (24+ Hours),Biology,3906,N,STUNT,Y,T05,C9,7,0,18,8,15,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,16
Zurich,MAR,M,Not Declared,01449486,College Fair Contact,Readmit,"English Education, Secondary",4958,N,Basketball (Women's),Y,Graduate,C6,16,0,14,19,11,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,13
Telangana,ARE,M,Not Declared,01336065,Transcript Received,Second Degree,English,4517,N,Football,N,T02,C14,8,13,16,20,19,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,2
Ondo,UZB,Not Declared,Eth-1,01494167,Not Declared,First-Time Freshman,Engineering - Systems Engineering,3885,N,Track & Field (Women's),Y,Raley College,C12,2,2,17,2,9,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,17
Bujumbura,CUB,Not Declared,Eth-6,01301532,RNL Sophomore Search,Second Degree,"Christian Ministry, Women's Ministry Emphasis",4978,N,Football,Y,Raley College,C6,9,0,9,6,4,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,6
OK,ARE,Not Declared,Eth-7,01469179,Clark Higher Ed Quick App,First-Time Freshman,Biology,4054,Y,Golf,N,T00,C8,13,19,11,13,4,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,13
GA,LSO,Not Declared,Eth-8,01539508,Private Colleges & Universities,Test Optional,History,3308,N,Track & Field (Men's),N,T04,C4,15,8,13,12,15,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,16
Telangana,NLD,Not Declared,Eth-2,01554796,Campus Visit Attended,Test Optional,"Exercise Science, Pre-Allied Health Emphasis",4766,N,Basketball (Men's),Y,T07,C9,2,14,0,15,3,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,11
SD,MEX,M,Eth-5,01599856,RNL Sophomore Search,First-Time Freshman,Sport Psychology,4444,Y,Not Declared,N,T06,C3,17,16,12,20,4,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,11
NJ,URY,M,Eth-3,01378921,Jump Forward Athletic Website,First-Time Freshman,Management,2039,Y,Dance,Y,Graduate,C10,6,8,14,8,6,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,2
Kinshasa,MAR,M,Eth-2,01321353,Campus Visit Registration,First-Time Freshman,Chemistry,2992,Y,Basketball (Men's),Y,T06,C4,4,20,4,19,6,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,19
Samarqand,USA,Not Declared,Eth-9,01420659,Clark Higher Ed Paid Social,Transfer,Business Administration,3188,Y,Football,N,Raley College,C3,2,10,20,2,11,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,1
Antananarivo,BHS,M,Eth-5,01482070,Transcript Received,Second Degree,Early Childhood Education,3261,Y,Basketball (Women's),N,T01,C3,11,11,16,20,20,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,13
JANAKPUR,BDI,Not Declared,Eth-1,01569797,High School Visit,First-Time Freshman,Nursing,4528,N,Track & Field (Men's),Y,Graduate,C5,8,11,11,11,5,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,2
North Rhine-Westphalia,TZA,M,Eth-2,01392049,Text Message,Second Degree,Political Science,4729,Y,Track & Field (Women's),Y,T07,C10,6,13,16,4,8,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,6
Ondo,BRB,M,Not Declared,01472915,Phone Call - Unsuccessful,First-Time Freshman,Criminal Justice,4264,Y,Track & Field (Men's),N,T03,C5,18,14,17,5,8,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,12
DAKAR,SEN,M,Eth-8,01496873,Bison Day Registration,Second Degree,"Global Marketplace Engagement, Global Education Emphasis",2816,N,Dance,Y,T01,C10,20,13,10,11,19,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,2
Istanbul,CHE,M,Eth-2,01358514,Night on the Hill Reservation,Transfer (24+ Hours),Corporate Innovation,3794,Y,Soccer,Y,Raley College,C12,8,13,16,2,2,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,10
Imo,SLE,M,Eth-6,01302329,ACT Tape Load,First-Time Freshman,Computer Science,3101,Y,Track & Field (Men's),Y,Graduate,C8,17,6,19,2,16,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,14
Central,LKA,Not Declared,Eth-7,01575432,Encoura,First-Time Freshman,"Art Education, P-12",4826,N,Track & Field (Men's),Y,T04,C10,13,3,12,14,1,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,16
MT,ROU,Not Declared,Eth-4,01571232,High School Visit,First-Time Freshman,Elementary Education,3308,N,Soccer,N,T04,C14,0,1,17,0,20,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,19
Northern,IRN,M,Eth-2,01565268,Clark Higher Ed Paid Social,Second Degree,Philosophy,4264,N,STUNT,Y,Graduate,C13,8,15,19,8,15,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,15
Minas Gerais,TGO,Not Declared,Not Declared,01380935,Encoura Affinity Connection,First-Time Freshman,Sociology,2501,Y,Golf,Y,Graduate,C3,0,11,20,18,6,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,20
ADDIS ABABA,CUB,Not Declared,Eth-6,01310593,Night on the Hill Reservation,Test Optional,"Accounting, Interdisciplinary Emphasis",2992,N,Dance,Y,T00,C3,9,0,17,14,12,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,12
